Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2017,Eastern Africa,AFE,Burundi,BDI,Population & vital statistics,50,50,50,50,50,50,0,100,50,0,0,30,40
2017,Eastern Africa,AFE,Burundi,BDI,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Burundi,BDI,Education outcomes,100,50,50,0,0,40,0,100,50,50,0,40,40
2017,Eastern Africa,AFE,Burundi,BDI,Health facilities,50,50,50,50,0,40,0,100,50,50,0,40,40
2017,Eastern Africa,AFE,Burundi,BDI,Health outcomes,50,50,50,0,0,30,0,100,50,50,0,40,35
2017,Eastern Africa,AFE,Burundi,BDI,Reproductive health,50,50,50,0,0,30,0,100,50,50,0,40,35
2017,Eastern Africa,AFE,Burundi,BDI,Gender statistics ,50,50,50,0,0,30,0,100,50,50,0,40,35
2017,Eastern Africa,AFE,Burundi,BDI,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Burundi,BDI,Poverty & income,50,50,50,0,0,30,0,100,50,50,0,40,35
2017,Eastern Africa,AFE,Burundi,BDI,Social statistics subscore,44.4,38.9,38.9,11.1,5.6,27.8,0,77.8,38.9,33.3,0,30,28.9
2017,Eastern Africa,AFE,Burundi,BDI,National accounts,50,50,50,0,0,37.5,0,100,50,50,0,40,38.9
2017,Eastern Africa,AFE,Burundi,BDI,Labor ,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Burundi,BDI,Price indexes,50,50,50,0,0,30,0,100,0,100,0,40,35
2017,Eastern Africa,AFE,Burundi,BDI,Government finance,100,100,100,0,0,75,0,100,0,50,0,30,50
2017,Eastern Africa,AFE,Burundi,BDI,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Burundi,BDI,International trade,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2017,Eastern Africa,AFE,Burundi,BDI,Balance of payments,100,100,100,0,0,100,0,100,50,50,0,40,62.5
2017,Eastern Africa,AFE,Burundi,BDI,Economic & financial statistics subscore,57.1,57.1,57.1,0,0,44.4,0,71.4,14.3,42.9,0,25.7,33.9
2017,Eastern Africa,AFE,Burundi,BDI,Land use,50,50,50,0,0,30,0,100,50,50,0,40,35
2017,Eastern Africa,AFE,Burundi,BDI,Resource use,100,100,100,50,0,70,0,100,50,50,0,40,55
2017,Eastern Africa,AFE,Burundi,BDI,Energy use,100,0,0,0,0,20,0,100,50,50,0,40,30
2017,Eastern Africa,AFE,Burundi,BDI,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Burundi,BDI,Built environment,100,50,50,50,0,50,0,100,50,50,0,40,45
2017,Eastern Africa,AFE,Burundi,BDI,Environment subscore,70,40,40,20,0,34,0,80,40,40,0,32,33
2017,Eastern Africa,AFE,Burundi,BDI,All Categories,57.2,45.3,45.3,12.1,2.4,34.7,0,76.4,31.1,38.7,0,29.2,31.8
2017,Eastern Africa,AFE,Djibouti,DJI,Population & vital statistics,50,0,0,50,0,20,0,100,0,50,0,30,25
2017,Eastern Africa,AFE,Djibouti,DJI,Education facilities,50,50,50,0,0,30,50,100,50,50,0,50,40
2017,Eastern Africa,AFE,Djibouti,DJI,Education outcomes,50,50,50,0,0,30,50,100,50,50,0,50,40
2017,Eastern Africa,AFE,Djibouti,DJI,Health facilities,100,50,100,0,0,50,0,100,50,50,0,40,45
2017,Eastern Africa,AFE,Djibouti,DJI,Health outcomes,50,0,0,0,0,10,100,100,100,50,0,70,40
2017,Eastern Africa,AFE,Djibouti,DJI,Reproductive health,50,50,50,50,0,40,50,100,50,50,0,50,45
2017,Eastern Africa,AFE,Djibouti,DJI,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Djibouti,DJI,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eastern Africa,AFE,Djibouti,DJI,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
