Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2015,Eastern Africa,AFE,Burundi,BDI,Population and vital statistics,50,50,50,50,50,50,0,0,0,50,0,10,30
2015,Eastern Africa,AFE,Burundi,BDI,Education facilities,50,50,50,50,0,40,0,0,0,50,0,10,25
2015,Eastern Africa,AFE,Burundi,BDI,Education outcomes,50,50,50,50,0,40,0,0,0,50,0,10,25
2015,Eastern Africa,AFE,Burundi,BDI,Health facilities,50,50,50,50,0,40,0,0,0,50,0,10,25
2015,Eastern Africa,AFE,Burundi,BDI,Health outcomes,50,50,50,0,0,30,0,0,0,50,0,10,20
2015,Eastern Africa,AFE,Burundi,BDI,Reproductive health,0,0,0,0,0,0,0,0,0,50,0,10,5
2015,Eastern Africa,AFE,Burundi,BDI,Gender statistics,50,50,50,0,0,30,0,0,0,50,0,10,20
2015,Eastern Africa,AFE,Burundi,BDI,Poverty and income,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Burundi,BDI,Social statistics subscore,37.5,37.5,37.5,25,6.3,28.8,0,0,0,43.8,0,8.8,18.8
2015,Eastern Africa,AFE,Burundi,BDI,National accounts,50,50,50,0,-,37.5,0,0,0,50,0,10,22.2
2015,Eastern Africa,AFE,Burundi,BDI,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Burundi,BDI,Price indexes,50,50,50,50,-,50,0,0,0,50,0,10,27.8
2015,Eastern Africa,AFE,Burundi,BDI,Government finance,50,50,50,0,-,37.5,0,0,0,50,0,10,22.2
2015,Eastern Africa,AFE,Burundi,BDI,Money and banking,50,50,50,-,-,50,0,0,0,50,0,10,25
2015,Eastern Africa,AFE,Burundi,BDI,International trade,100,100,100,-,-,100,0,0,0,50,0,10,43.8
2015,Eastern Africa,AFE,Burundi,BDI,Balance of payments,50,50,50,-,-,50,0,0,0,50,0,10,25
2015,Eastern Africa,AFE,Burundi,BDI,Economic and financial statistics subscore,50,50,50,12.5,0,42.3,0,0,0,42.9,0,8.6,23
2015,Eastern Africa,AFE,Burundi,BDI,Land use,50,50,50,0,0,30,0,0,0,50,0,10,20
2015,Eastern Africa,AFE,Burundi,BDI,Resource use,50,50,50,0,-,37.5,0,0,0,50,0,10,22.2
2015,Eastern Africa,AFE,Burundi,BDI,Energy use,50,50,50,-,-,50,0,0,0,50,0,10,25
2015,Eastern Africa,AFE,Burundi,BDI,Pollution,50,50,0,0,-,25,0,0,0,50,0,10,16.7
2015,Eastern Africa,AFE,Burundi,BDI,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Burundi,BDI,Environment subscore,40,40,30,0,0,26.2,0,0,0,40,0,8,16.3
2015,Eastern Africa,AFE,Burundi,BDI,All categories,42.5,42.5,39.2,13.6,4.1,31.8,0,0,0,42.2,0,8.4,19.3
2015,Eastern Africa,AFE,Djibouti,DJI,Population and vital statistics,50,0,50,0,0,20,0,0,0,0,0,0,10
2015,Eastern Africa,AFE,Djibouti,DJI,Education facilities,50,0,50,0,0,20,0,0,0,0,0,0,10
2015,Eastern Africa,AFE,Djibouti,DJI,Education outcomes,50,0,50,0,0,20,0,0,0,0,0,0,10
2015,Eastern Africa,AFE,Djibouti,DJI,Health facilities,50,0,50,50,0,30,0,0,0,0,0,0,15
2015,Eastern Africa,AFE,Djibouti,DJI,Health outcomes,50,0,50,50,0,30,0,0,0,0,0,0,15
2015,Eastern Africa,AFE,Djibouti,DJI,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Djibouti,DJI,Gender statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Djibouti,DJI,Poverty and income,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Djibouti,DJI,Social statistics subscore,31.3,0,31.3,12.5,0,15,0,0,0,0,0,0,7.5
2015,Eastern Africa,AFE,Djibouti,DJI,National accounts,0,0,0,0,-,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Djibouti,DJI,Labor,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Djibouti,DJI,Price indexes,50,0,50,0,-,25,0,0,0,0,0,0,11.1
2015,Eastern Africa,AFE,Djibouti,DJI,Government finance,0,0,0,0,-,0,0,0,0,0,0,0,0
2015,Eastern Africa,AFE,Djibouti,DJI,Money and banking,50,0,50,-,-,33.3,0,0,0,0,0,0,12.5
