"region_name","region_code","country_name","country_code","year","reporting_level","survey_acronym","survey_coverage","welfare_time","welfare_type","survey_comparability","comparable_spell","poverty_line","headcount","poverty_gap","poverty_severity","watts","mean","median","mld","gini","polarization","decile1","decile2","decile3","decile4","decile5","decile6","decile7","decile8","decile9","decile10","cpi","ppp","pop","gdp","hfce","is_interpolated","distribution_type","estimation_type","spl","spr","pg","estimate_type"
"Sub-Saharan Africa","SSA","Angola","AGO",2000,"national","HBS","national",2000.21,"consumption",0,"2000",3,0.269546382606,0.119154953202,0.070648353176,0.197389546555,8.380260818148,5.300380177773,0.509491939522,0.519451484671,0.464338921343,0.009909980207,0.0219869815,0.03341620371,0.045094892089,0.056466057717,0.070482036374,0.088172535796,0.113397686461,0.159391666238,0.401681959907,0.006580984963,203.688736,16310860.19000002,1932.98847886814,NA,FALSE,"micro","survey",3.950190088886,0.371469199428,9.609202418059,NA
"Sub-Saharan Africa","SSA","Angola","AGO",2008,"national","IBEP-MICS","national",2008.5,"consumption",1,"2008",3,0.220795823802,0.066666664486,0.029028003402,0.090521004784,7.401681958898,5.334157888251,0.311631502135,0.427155149878,0.3913652494,0.020722704667,0.033564171517,0.043176167923,0.053027305776,0.065425990436,0.07923758155,0.096511887757,0.122976103307,0.162341588705,0.323016498362,0.140636450449,203.688736,21996714,3193.28772270836,1268.61427771768,FALSE,"micro","survey",3.967078944126,0.353358036083,6.838755590244,NA
"Sub-Saharan Africa","SSA","Angola","AGO",2018,"national","IDREA","national",2018.17,"consumption",2,"2018",3,0.392947050923,0.162988508448,0.089305908872,0.251977412764,6.218052215342,3.87951032261,0.476374936147,0.512642889911,0.470981518414,0.013346549476,0.024281606136,0.033329520437,0.04343721255,0.055829117464,0.069809076858,0.088693035002,0.115676119744,0.159380394157,0.396217368175,0.571606030528,203.688736,31480496.090000078,2775.74642272991,1605.11043188927,FALSE,"micro","survey",3.239755161305,0.421619033034,10.964242147661,NA
"Europe & Central Asia","ECA","Albania","ALB",1996,"national","EWS","national",1996,"consumption",0,"1996",3,0.029678410969,0.004397790032,0.001176030195,0.005225516788,8.442032597856,7.419330486135,0.119104326681,0.270103419751,0.241293272536,0.038817883466,0.052792297005,0.063706566514,0.075240257439,0.083462238153,0.092457305123,0.107789612861,0.126116176356,0.152507706392,0.207109956691,0.372476609889,50.77230453,3168033,1633.55200001885,1716.33680111076,FALSE,"micro","survey",5.009665243068,0.203542684665,4.209428087906,NA
"Europe & Central Asia","ECA","Albania","ALB",2002,"national","LSMS","national",2002,"consumption",1,"2002 - 2012",3,0.041947222471,0.007203281984,0.002111000315,0.008771351647,8.628333842451,7.117154480305,0.164811599736,0.317389798335,0.268981639079,0.03523453383,0.048484450621,0.058520715358,0.067376298306,0.076407873319,0.088384438922,0.102324653414,0.119868981708,0.149999215591,0.253398838931,0.653954785413,50.77230453,3051010,2247.49808010881,1685.20307823169,FALSE,"micro","survey",4.858577240152,0.224403964013,4.429309761017,NA
"Europe & Central Asia","ECA","Albania","ALB",2005,"national","LSMS","national",2005,"consumption",1,"2002 - 2012",3,0.026502175543,0.004060548447,0.001064328349,0.004772067686,9.753929077406,8.300111387804,0.154412756579,0.305956557281,0.254528656974,0.034870461608,0.049362953423,0.059658204008,0.06935465629,0.079654226763,0.090390907976,0.104065136108,0.121028738588,0.148298449437,0.243316265798,0.702719968891,50.77230453,3011487,2675.50863709675,2079.20347462531,FALSE,"micro","survey",5.450055693902,0.209975050749,3.860996725133,NA
"Europe & Central Asia","ECA","Albania","ALB",2008,"national","LSMS","national",2008,"consumption",1,"2002 - 2012",3,0.008273078683,0.001359682298,3.86292724e-4,0.001618207097,10.682071072609,8.939033293554,0.14889338105,0.299846704223,0.247311112769,0.037382980864,0.051433949416,0.06098501954,0.069847255057,0.079011325561,0.089379472656,0.102883019772,0.119204651405,0.145468019414,0.244404306315,0.764380297643,50.77230453,2947314,3298.47890843532,2820.27951343061,FALSE,"micro","survey",5.769516646777,0.172609817066,3.45062798656,NA
"Europe & Central Asia","ECA","Albania","ALB",2012,"national","LSMS","national",2012,"consumption",1,"2002 - 2012",3,0.0179459018,0.003803907743,0.001289322477,0.00476718529,10.127717460025,8.768967216867,0.138417068139,0.289604845586,0.249987920958,0.036604352903,0.05192535994,0.06146082609,0.070334993378,0.080799744944,0.092617752259,0.105133410116,0.122924903997,0.148902113141,0.229296543231,0.854852362972,50.77230453,2900401,3736.34007957648,2990.3965980158,FALSE,"micro","survey",5.684483608434,0.189182046934,3.634575084843,NA
"Europe & Central Asia","ECA","Albania","ALB",2014,"national","HBS","national",2014,"consumption",2,"2014 - 2017",3,0.036761394689,0.006353304741,0.001668127698,0.007431192937,10.791827595527,8.827485133926,0.19866156641,0.345988964668,0.324309701659,0.028540807069,0.041743442246,0.052298414672,0.063048669594,0.075132675589,0.089338199414,0.105912036203,0.127275531103,0.161268536997,0.255441687113,0.88558423100500006,50.77230453,2889104,3855.76074409659,3143.25412532029,FALSE,"micro","survey",5.713742566963,0.254353267216,3.839190183917,NA
"Europe & Central Asia","ECA","Albania","ALB",2015,"national","HBS","national",2015,"consumption",2,"2014 - 2017",3,0.011148641529,0.0012099492,1.93157745e-4,0.001322194493,13.030741705777,10.687345413603,0.175495470121,0.327537317764,0.30036376618,0.031547363603,0.045467807624,0.055666923442,0.065791515741,0.076198266328,0.088866304853,0.104759011687,0.125259420386,0.158704782985,0.247738603351,0.902376435378,50.77230453,2880703,3952.80357364813,3189.70532584876,FALSE,"micro","survey",6.643672706801,0.202021192002,3.02982247338,NA
